ID_cliente,Baja,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_contrato,Servicio_telefonia,Lineas_multiples,Servicio_internet,Seguridad_online,Respaldo_online,Proteccion_dispositivo,Soporte_tecnico,TV_streaming,Peliculas_streaming,Tipo_contrato,Facturacion_digital,Metodo_pago,Cargo_mensual,Total_gastado,Cuentas_Diarias
5377-NDTOU,No,Mujer,No,Sí,Sí,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Cheque postal,91.05,6293.75,3.03
5378-IKEEG,Sí,Mujer,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,35.75,35.75,1.19
5380-AFSSK,Sí,Mujer,No,No,No,5,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque postal,93.9,486.85,3.13
5380-WJKOV,Sí,Hombre,No,No,No,34,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,106.35,3549.25,3.54
5380-XPJNZ,No,Mujer,No,No,No,38,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.05,678.2,0.67
5382-SOYZL,No,Hombre,No,No,No,22,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,95.1,2162.6,3.17
5382-TEMLV,No,Hombre,No,No,No,45,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,50.9,2298.55,1.7
5383-MMTWC,Sí,Mujer,Yes,Sí,No,8,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,84.0,613.4,2.8
5384-ZTTWP,No,Mujer,No,Sí,Sí,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.8,272.95,0.66
5385-SUIRI,Sí,Hombre,Yes,Sí,No,52,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,104.2,5568.35,3.47
5386-THSLQ,No,Mujer,Yes,Sí,No,66,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,Sí,No,Un año,No,Transferencia bancaria,45.55,3027.25,1.52
5387-ASZNZ,No,Mujer,Yes,No,No,66,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Un año,Sí,Tarjeta de crédito,63.85,4174.35,2.13
5389-FFVKB,Sí,Hombre,Yes,Sí,No,32,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Tarjeta de crédito,80.3,2483.05,2.68
5392-AKEMH,No,Mujer,No,No,No,12,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,45.05,523.1,1.5
5393-HJZSM,No,Mujer,No,Sí,Sí,32,Sí,No,DSL,Sí,Sí,Sí,Sí,No,Sí,Mensual,No,Transferencia bancaria,76.3,2404.15,2.54
5393-RXQSZ,Sí,Hombre,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,No,Cheque electrónico,79.6,79.6,2.65
5394-MEITZ,No,Mujer,No,Sí,Sí,60,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,80.6,4946.7,2.69
5394-SVGJV,Sí,Hombre,No,No,No,37,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,No,Transferencia bancaria,98.8,3475.55,3.29
5396-IZEPB,No,Hombre,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito,19.7,180.7,0.66
5397-NSKQG,No,Hombre,No,Sí,Sí,67,No,Sin servicio telefónico,DSL,Sí,No,No,No,Sí,Sí,Dos años,No,Tarjeta de crédito,50.9,3281.65,1.7
5397-TUPSH,No,Hombre,Yes,Sí,No,65,Sí,No,Fibra óptica,No,No,No,No,No,No,Un año,Sí,Transferencia bancaria,70.95,4555.2,2.37
5399-ZIMKF,No,Hombre,No,No,No,5,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,74.65,383.65,2.49
5402-HTOTQ,No,Hombre,No,No,No,16,Sí,Sí,DSL,No,Sí,No,No,No,No,Mensual,No,Cheque electrónico,55.3,875.35,1.84
5404-GGUKR,No,Hombre,No,No,No,5,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,51.35,262.3,1.71
5405-ZMYXQ,No,Mujer,No,No,No,8,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,74.6,548.9,2.49
5406-KGRMX,No,Mujer,No,No,No,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque electrónico,24.55,1719.15,0.82
5414-OFQCB,No,Hombre,No,No,No,57,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito,90.45,5229.8,3.02
5419-CONWX,Sí,Mujer,Yes,No,No,4,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito,99.8,442.85,3.33
5419-JKZNQ,No,Hombre,Yes,Sí,No,30,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque postal,77.9,2351.45,2.6
5419-JPRRN,Sí,Hombre,No,No,No,1,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,101.45,101.45,3.38
5419-KLXBN,Sí,Mujer,No,Sí,Sí,25,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Transferencia bancaria,89.15,2257.75,2.97
5423-BHIXO,No,Mujer,No,No,No,32,Sí,Sí,DSL,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,54.2,1739.6,1.81
5424-RLQLC,No,Hombre,No,No,No,10,Sí,No,DSL,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque postal,59.65,638.95,1.99
5429-LWCMV,No,Mujer,No,No,No,12,Sí,Sí,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,89.15,1057.55,2.97
5433-KYGHE,No,Mujer,No,No,Sí,14,Sí,Sí,Fibra óptica,Sí,No,No,Sí,No,No,Mensual,Sí,Cheque postal,86.0,1164.05,2.87
5438-QMDDL,No,Mujer,No,Sí,No,19,Sí,No,DSL,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque postal,59.8,1130.85,1.99
5439-WIKXB,No,Hombre,Yes,Sí,No,41,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.55,3851.45,3.15
5440-FLBQG,Sí,Hombre,Yes,Sí,No,69,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,108.4,7318.2,3.61
5440-VHLUL,No,Hombre,No,No,No,69,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria,105.2,7386.05,3.51
5442-BHQNG,No,Mujer,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,70.35,139.25,2.34
5442-BXVND,No,Mujer,No,Sí,Sí,33,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,24.25,838.5,0.81
5442-PPTJY,No,Hombre,No,Sí,Sí,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.7,258.35,0.66
5442-UTCVD,Sí,Hombre,No,No,Sí,3,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí,Mensual,No,Cheque electrónico,91.85,257.05,3.06
5442-XSDCW,Sí,Hombre,No,Sí,Sí,11,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Transferencia bancaria,79.5,868.5,2.65
5443-SCMKX,No,Mujer,No,Sí,No,58,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí,Un año,Sí,Cheque electrónico,94.3,5610.15,3.14
5445-GLVOT,No,Mujer,No,No,No,22,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,49.8,1049.05,1.66
5445-PZWGX,Sí,Hombre,No,No,No,62,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,No,Sí,Un año,No,Cheque electrónico,102.0,6529.25,3.4
5445-UTODQ,Sí,Mujer,No,Sí,No,7,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,81.1,576.65,2.7
5446-DKWYW,No,Mujer,Yes,Sí,Sí,61,Sí,Sí,DSL,No,No,Sí,No,Sí,No,Un año,Sí,Cheque electrónico,65.2,3965.05,2.17
5447-VYTKW,No,Hombre,No,No,No,27,Sí,No,DSL,Sí,No,No,Sí,No,No,Mensual,No,Cheque postal,53.45,1461.45,1.78
5447-WZAFP,No,Mujer,No,No,No,53,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque postal,100.3,5200.8,3.34
5448-VWNAM,No,Mujer,No,No,Sí,19,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,No,Mensual,Sí,Cheque postal,75.9,1375.6,2.53
5449-FIBXJ,Sí,Hombre,No,Sí,Sí,19,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,No,Cheque electrónico,103.3,2012.7,3.44
5451-MHQOF,No,Hombre,No,Sí,Sí,56,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque postal,24.45,1431.65,0.82
5451-YHYPW,No,Mujer,Yes,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,115.75,8443.7,3.86
5453-AXEPF,No,Hombre,No,Sí,No,17,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Transferencia bancaria,80.5,1336.9,2.68
5453-YBTWV,No,Hombre,No,Sí,Sí,70,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito,101.1,6994.8,3.37
5456-ITGIC,No,Hombre,Yes,Sí,No,72,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,64.45,4641.1,2.15
5457-COLHT,No,Hombre,No,Sí,Sí,69,Sí,No,DSL,Sí,Sí,No,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,80.65,5542.55,2.69
5458-CQJTA,Sí,Hombre,No,Sí,Sí,65,Sí,No,DSL,Sí,No,No,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,74.8,4820.15,2.49
5461-QKNTN,No,Hombre,Yes,Sí,No,43,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,94.3,3953.15,3.14
5465-BUBFA,No,Mujer,No,Sí,Sí,41,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,19.3,772.4,0.64
5468-BPMMO,No,Hombre,No,Sí,No,46,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,19.6,851.2,0.65
5469-CTCWN,Sí,Hombre,No,Sí,Sí,61,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Un año,Sí,Cheque electrónico,106.0,6547.7,3.53
5469-NUJUR,No,Hombre,No,No,No,19,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,19.95,373.5,0.66
5472-CVMDX,No,Mujer,No,No,No,68,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,No,No,Dos años,No,Cheque postal,38.9,2719.2,1.3
5473-KHBPS,No,Mujer,No,Sí,Sí,52,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No,Un año,Sí,Tarjeta de crédito,95.7,4976.15,3.19
5474-LAMUQ,No,Hombre,No,Sí,No,24,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.1,533.9,0.67
5478-JJVZK,No,Mujer,No,No,No,33,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Cheque postal,60.9,2033.85,2.03
5480-HPRRX,Sí,Mujer,Yes,No,No,3,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,25.3,77.75,0.84
5480-TBGPH,Sí,Mujer,No,Sí,No,24,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito,99.3,2431.35,3.31
5480-XTFFL,No,Mujer,No,Sí,Sí,31,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,21.0,697.7,0.7
5481-NTDOH,No,Mujer,Yes,Sí,No,67,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,107.05,7142.5,3.57
5482-NUPNA,Sí,Mujer,No,No,No,4,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Mensual,Sí,Cheque postal,60.4,272.15,2.01
5482-PLVPE,Sí,Mujer,Yes,No,No,2,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,24.35,41.85,0.81
5482-VXSXJ,No,Hombre,No,No,No,22,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque postal,93.2,2157.3,3.11
5485-ITNPC,No,Hombre,No,Sí,No,66,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,85.9,5595.3,2.86
5485-WUYWF,Sí,Hombre,Yes,No,No,2,Sí,No,DSL,Sí,No,Sí,No,Sí,No,Mensual,No,Transferencia bancaria,66.4,94.55,2.21
5493-SDRDQ,Sí,Hombre,No,No,No,2,Sí,No,DSL,Sí,No,Sí,No,No,No,Mensual,Sí,Cheque postal,55.1,113.35,1.84
5494-HECPR,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,80.25,80.25,2.68
5494-WOZRZ,No,Mujer,No,Sí,Sí,71,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,82.0,5999.85,2.73
5495-GPSRW,No,Hombre,No,No,No,20,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,19.7,419.4,0.66
5498-IBWPI,No,Mujer,No,Sí,Sí,66,Sí,No,DSL,No,No,No,Sí,No,No,Un año,Sí,Tarjeta de crédito,49.4,3251.85,1.65
5498-TXHLF,Sí,Mujer,No,Sí,Sí,34,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,No,Cheque electrónico,87.45,2874.15,2.92
5499-ECUTN,No,Mujer,No,Sí,No,47,Sí,No,DSL,Sí,No,Sí,No,Sí,No,Un año,Sí,Tarjeta de crédito,66.05,3021.45,2.2
5501-TVMGM,No,Hombre,No,No,No,1,Sí,No,DSL,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,55.25,55.25,1.84
5502-RLUYV,Sí,Mujer,No,Sí,Sí,69,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,103.95,7446.9,3.47
5504-WSIUR,No,Mujer,No,No,No,70,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,No,Un año,Sí,Transferencia bancaria,90.25,6385.95,3.01
5505-OVWQW,No,Mujer,No,No,No,17,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.15,353.65,0.67
5510-BOIUJ,Sí,Hombre,No,No,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.25,19.25,0.64
5512-IDZEI,No,Hombre,No,Sí,Sí,46,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque electrónico,24.9,1174.8,0.83
5514-YQENT,No,Hombre,No,No,Sí,41,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,111.15,4507.15,3.7
5515-AKOAJ,Sí,Mujer,No,No,No,54,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,100.1,5440.9,3.34
5515-IDEJJ,Sí,Hombre,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.9,19.9,0.66
5515-RUGKN,No,Hombre,No,No,No,8,Sí,No,DSL,No,No,No,No,No,Sí,Mensual,Sí,Tarjeta de crédito,54.75,438.05,1.82
5519-NPHVG,Sí,Mujer,No,No,No,12,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.2,1046.1,3.14
5519-TEEUH,No,Hombre,No,No,Sí,33,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque postal,20.15,682.15,0.67
5519-YLDGW,Sí,Mujer,No,Sí,No,21,Sí,Sí,Fibra óptica,Sí,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,103.9,2254.2,3.46
5520-FVEWJ,Sí,Mujer,No,Sí,Sí,12,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No,Mensual,Sí,Cheque electrónico,84.5,916.9,2.82
5522-JBWMO,No,Hombre,No,No,Sí,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.0,44.0,1.47
5522-NYKPB,No,Hombre,No,Sí,Sí,25,Sí,No,Fibra óptica,No,No,No,Sí,Sí,No,Mensual,No,Cheque electrónico,85.9,2199.05,2.86
5524-KHNJP,No,Hombre,No,Sí,Sí,33,Sí,No,DSL,Sí,No,Sí,No,Sí,Sí,Un año,No,Tarjeta de crédito,74.75,2453.3,2.49
5527-ACHSO,No,Mujer,No,No,No,11,Sí,No,DSL,No,No,No,Sí,Sí,Sí,Mensual,No,Cheque postal,70.5,829.3,2.35
5529-GIBVH,No,Mujer,No,No,No,47,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,20.15,1046.2,0.67
5533-NHFRF,No,Hombre,Yes,No,No,7,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,Sí,Mensual,Sí,Cheque electrónico,44.4,265.8,1.48
5533-RJFTJ,No,Hombre,No,No,No,49,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,No,Mensual,Sí,Transferencia bancaria,30.2,1453.1,1.01
5536-RTPWK,Sí,Hombre,No,Sí,No,49,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,99.05,4853.75,3.3
5536-SLHPM,Sí,Mujer,No,Sí,No,55,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,77.75,4458.15,2.59
5537-UXXVS,No,Mujer,No,Sí,No,20,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.25,375.25,0.64
5539-HIVAK,No,Mujer,Yes,Sí,No,28,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,25.7,734.6,0.86
5539-TMZLF,Sí,Hombre,Yes,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.75,69.75,2.33
5542-DHSXL,No,Mujer,No,Sí,No,4,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque postal,54.7,235.05,1.82
5542-NKVRU,No,Mujer,No,No,No,42,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,20.75,844.45,0.69
5542-TBBWB,No,Hombre,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.9,69.9,2.33
5543-QDCRY,No,Hombre,No,No,No,4,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,56.4,234.85,1.88
5546-BYZSM,No,Mujer,No,No,No,41,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,20.45,775.6,0.68
5546-QUERU,No,Hombre,No,No,No,13,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque postal,19.95,257.0,0.66
5549-ZGHFB,No,Hombre,No,Sí,Sí,50,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,24.95,1261.45,0.83
5550-VFRLC,Sí,Mujer,Yes,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.85,69.85,2.33
5552-ZNFSJ,Sí,Hombre,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.3,45.3,1.51
5553-AOINX,No,Mujer,Yes,Sí,Sí,66,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,104.9,6891.45,3.5
5555-RNPGT,No,Hombre,No,No,Sí,10,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito,24.8,223.9,0.83
5561-NWEVX,Sí,Mujer,Yes,Sí,No,2,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,79.2,172.85,2.64
5562-BETPV,No,Hombre,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.65,19.65,0.65
5562-YJQGT,No,Mujer,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito,20.35,35.1,0.68
5564-NEMQO,Sí,Mujer,Yes,No,No,1,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Transferencia bancaria,75.3,75.3,2.51
5565-FILXA,Sí,Mujer,Yes,No,No,16,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,96.15,1529.2,3.2
5566-SOEZD,No,Hombre,No,Sí,Sí,27,Sí,No,Fibra óptica,Sí,Sí,No,No,No,No,Un año,Sí,Tarjeta de crédito,80.65,2209.75,2.69
5567-GZKQY,No,Hombre,No,No,No,58,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,20.3,1131.5,0.68
5567-WSELE,Sí,Hombre,Yes,Sí,No,3,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,94.6,279.55,3.15
5568-DMXZS,No,Mujer,No,No,No,8,Sí,No,DSL,No,Sí,No,Sí,Sí,No,Mensual,Sí,Cheque electrónico,65.45,554.45,2.18
5569-IDSEY,No,Hombre,No,Sí,No,71,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria,105.7,7472.15,3.52
5569-KGJHX,Sí,Mujer,No,Sí,Sí,9,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Transferencia bancaria,85.35,754.65,2.84
5569-OUICF,Sí,Mujer,Yes,Sí,No,28,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Tarjeta de crédito,101.3,2812.2,3.38
5570-PTWEH,Sí,Mujer,No,Sí,No,3,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,75.15,216.75,2.51
5572-ZDXHY,Sí,Mujer,No,No,No,22,Sí,No,Fibra óptica,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque postal,84.3,1855.65,2.81
5574-NXZIU,No,Hombre,No,No,No,63,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito,109.2,7049.75,3.64
5575-GNVDE,No,Hombre,No,No,No,34,Sí,No,DSL,Sí,No,Sí,No,No,No,Un año,No,Cheque postal,56.95,1889.5,1.9
5575-TPIZQ,No,Hombre,No,No,No,46,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,No,Mensual,Sí,Tarjeta de crédito,89.15,4245.55,2.97
5577-OTWWW,Sí,Mujer,No,No,No,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.75,297.3,0.66
5578-NKCXI,No,Mujer,No,Sí,Sí,58,Sí,No,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Un año,No,Tarjeta de crédito,99.25,5846.65,3.31
5583-EJXRD,No,Hombre,No,Sí,Sí,44,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,Sí,Dos años,Sí,Tarjeta de crédito,54.05,2375.2,1.8
5583-SXDAG,Sí,Hombre,No,Sí,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,70.0,70.0,2.33
5590-BYNII,Sí,Hombre,No,No,No,22,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,100.75,2095.0,3.36
5590-YRFJT,Sí,Mujer,No,Sí,No,20,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,24.45,482.8,0.82
